Marital status,Application mode,Application order,Course,Day/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,6,1,Management,Day,Secondary education,Santomean,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,"Personal Services, Security and SafetyWorkers, and Sellers",Installation and Machine Operators and Assembly Workers,no,no,no,yes,female,no,19,yes,0,5,10,4,12,0,0,5,6,5,11.4,0,11.1,0.6,2.02,Graduate
Single,1,2,Animation and Multimedia Design,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,yes,no,no,yes,female,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
Single,14,1,Management,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,female,no,19,no,0,5,11,5,11.5,0,0,5,9,2,10.66666667,0,13.9,-0.3,0.79,Enrolled
Single,1,1,Journalism and Communication,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Intermediate Level Technicians and Professions,Armed Forces Professions,yes,no,no,yes,female,no,18,no,0,6,6,6,14,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Dropout
Single,8,5,Basic Education,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Agriculture, Fisheries, and Forestry",Intermediate Level Technicians and Professions,yes,no,no,yes,female,no,18,no,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Graduate
Single,1,3,Nursing,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,yes,no,no,yes,female,no,18,no,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,9.4,-0.8,-3.12,Graduate
Married,12,1,Nursing,Day,Basic education Higher educationÑdegreerd cycle (OtherÑSecondary educationSecondary educationth Yr of schoolingth/Secondary education0th Yr of schoolingth/Secondary education0th Yr of schoolingth Yr of schoolingÑnot completedth year) or equivalent,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,37,no,0,7,9,2,10.75,0,0,7,9,0,0,0,16.2,0.3,-0.92,Dropout
Single,1,1,Social Service,Day,Secondary education,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,female,no,20,no,0,6,11,1,12,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Enrolled
Single,1,1,Tourism,Day,Secondary education,Brazilian,Higher Education—bachelor’s degreend cycle of the general high school course,Unknown,Student,Student,yes,no,no,yes,female,yes,20,yes,0,6,6,6,14,0,0,6,6,6,13.33333333,0,10.8,1.4,1.74,Graduate
Single,6,1,Social Service,Day,Secondary education,Santomean,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,"Personal Services, Security and SafetyWorkers, and Sellers",no,no,no,yes,male,no,21,yes,0,6,7,6,12.33333333,0,0,6,7,6,13.42857143,0,11.1,0.6,2.02,Graduate
Single,8,1,Nursing,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Administrative staff,Unskilled Workers,no,no,no,yes,female,yes,18,no,0,7,7,7,13.46428571,0,0,8,9,8,14.78888889,0,12.4,0.5,1.79,Graduate
Single,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Administrative staff,Unskilled Workers,no,no,no,yes,female,no,26,no,0,6,14,3,10.66666667,1,0,6,9,5,11.2,0,15.5,2.8,-4.06,Enrolled
Single,12,1,Management,Day,OtherÑSecondary educationSecondary educationth Yr of schooling,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Administrative staff,no,no,yes,yes,female,no,41,no,0,5,6,5,11.6,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Enrolled
Single,1,2,Journalism and Communication,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,yes,no,no,yes,female,yes,18,no,0,6,6,6,13.66666667,0,0,6,6,6,14.66666667,0,16.2,0.3,-0.92,Graduate
Single,1,4,Nursing,Day,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,no,no,yes,yes,female,no,18,no,0,8,9,8,14.4025,1,0,8,9,8,14.4025,1,9.4,-0.8,-3.12,Graduate
Single,1,1,Nursing,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher education—degree (Secondary Education—12th Year of Schooling or Equivalentst cycle),Administrative staff,Intermediate Level Technicians and Professions,yes,no,no,yes,female,no,31,no,0,7,9,7,15.46875,0,0,8,8,8,16.3875,0,11.1,0.6,2.02,Graduate
Single,1,1,Social Service,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",no,no,yes,yes,female,no,23,no,0,6,8,6,12.625,0,0,6,6,6,14.16666667,0,12.7,3.7,-1.7,Graduate
Single,1,4,Nursing,Day,Secondary education,Portuguese,Higher Education—bachelor’s degree,Higher Education—degree,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,female,no,19,no,0,7,7,6,14.98333333,0,0,7,7,6,14.98333333,0,7.6,2.6,0.32,Graduate
Single,7,3,Journalism and Communication,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,Intermediate Level Technicians and Professions,yes,no,no,yes,female,yes,20,no,0,6,6,6,15,0,0,6,6,6,13,0,11.1,0.6,2.02,Graduate
Married,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Armed Forces Professions,no,no,no,yes,female,no,40,no,5,9,9,9,15.88888889,0,3,7,7,7,14.14285714,0,12.7,3.7,-1.7,Graduate
Single,15,1,Veterinary Nursing,Day,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,"Personal Services, Security and SafetyWorkers, and Sellers",yes,no,yes,yes,female,no,32,no,0,6,14,4,11.5,0,0,6,14,3,11,0,16.2,0.3,-0.92,Dropout
Single,1,4,Tourism,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Specialists in Intellectual and Scientific Activities,Unskilled Workers,yes,no,no,yes,female,no,24,no,0,6,14,2,10.5,0,0,6,11,1,10,0,10.8,1.4,1.74,Dropout
Single,8,4,Nursing,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,7,7,6,13.98333333,0,0,7,7,6,13.98333333,0,7.6,2.6,0.32,Graduate
Single,1,1,Social Service,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,no,no,no,yes,female,no,18,no,0,6,6,6,13,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,Graduate
Single,1,1,Social Service,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,female,yes,18,no,0,6,6,6,13.66666667,0,0,6,6,6,13,0,10.8,1.4,1.74,Graduate
Single,12,1,Agronomy,Day,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and SafetyWorkers, and Sellers","Personal Services, Security and SafetyWorkers, and Sellers",yes,no,no,no,female,no,27,no,0,6,8,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
Single,1,1,Management,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Administrative staff,Armed Forces Professions,no,no,no,yes,female,no,18,no,0,5,5,5,14.4,0,0,5,5,5,15.4,0,7.6,2.6,0.32,Graduate
Single,12,1,Management (evening attendance),Evening ,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,no,no,no,yes,female,no,26,no,0,5,10,4,12,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
